"Title","Authors"
"Denoising diffusion probabilistic models","J Ho, A Jain, P Abbeel - Advances in neural information , 2020 - proceedings.neurips.cc"
"Transformers are rnns: Fast autoregressive transformers with linear attention","A Katharopoulos, A Vyas, N Pappas -  on machine learning, 2020 - proceedings.mlr.press"
"Byt5: Towards a token-free future with pre-trained byte-to-byte models","L Xue, A Barua, N Constant, R Al-Rfou - Transactions of the , 2022 - direct.mit.edu"
"Expanding language-image pretrained models for general video recognition","B Ni, H Peng, M Chen, S Zhang, G Meng, J Fu -  on Computer Vision, 2022 - Springer"
"On the sentence embeddings from pre-trained language models","B Li, H Zhou, J He, M Wang, Y Yang, L Li - arXiv preprint arXiv:2011.05864, 2020 - arxiv.org"
"Dab-detr: Dynamic anchor boxes are better queries for detr","S Liu, F Li, H Zhang, X Yang, X Qi, H Su, J Zhu - arXiv preprint arXiv , 2022 - arxiv.org"
"A generalization of transformer networks to graphs","VP Dwivedi, X Bresson - arXiv preprint arXiv:2012.09699, 2020 - arxiv.org"
"Fourier features let networks learn high frequency functions in low dimensional domains","M Tancik, P Srinivasan, B Mildenhall - Advances in , 2020 - proceedings.neurips.cc"
"Generative pretraining from pixels","M Chen, A Radford, R Child, J Wu - International , 2020 - proceedings.mlr.press"
"Visual prompting via image inpainting","A Bar, Y Gandelsman, T Darrell - Advances in Neural , 2022 - proceedings.neurips.cc"
"[HTML][HTML] Earthquake transformer—an attentive deep-learning model for simultaneous earthquake detection and phase picking","SM Mousavi, WL Ellsworth, W Zhu, LY Chuang - Nature , 2020 - nature.com"
"Efficient large-scale language model training on gpu clusters using megatron-lm","D Narayanan, M Shoeybi, J Casper - Proceedings of the , 2021 - dl.acm.org"
"Omnivore: A single model for many visual modalities","R Girdhar, M Singh, N Ravi - Proceedings of the , 2022 - openaccess.thecvf.com"
"Action-conditioned 3D human motion synthesis with transformer VAE","M Petrovich, MJ Black, G Varol - Proceedings of the IEEE , 2021 - openaccess.thecvf.com"
"Unit: Multimodal multitask learning with a unified transformer","R Hu, A Singh - Proceedings of the IEEE/CVF International , 2021 - openaccess.thecvf.com"
"Self-supervised learning: Generative or contrastive","X Liu, F Zhang, Z Hou, L Mian, Z Wang - IEEE transactions on , 2021 - ieeexplore.ieee.org"
"LEGAL-BERT: The muppets straight out of law school","I Chalkidis, M Fergadiotis, P Malakasiotis - arXiv preprint arXiv , 2020 - arxiv.org"
"TEMOS: Generating diverse human motions from textual descriptions","M Petrovich, MJ Black, G Varol - European Conference on Computer , 2022 - Springer"
"Swin unetr: Swin transformers for semantic segmentation of brain tumors in mri images","A Hatamizadeh, V Nath, Y Tang, D Yang - International MICCAI , 2021 - Springer"
"Pali: A jointly-scaled multilingual language-image model","X Chen, X Wang, S Changpinyo - arXiv preprint arXiv , 2022 - arxiv.org"
"Roformer: Enhanced transformer with rotary position embedding","J Su, Y Lu, S Pan, A Murtadha, B Wen, Y Liu - arXiv preprint arXiv , 2021 - arxiv.org"
"W2v-bert: Combining contrastive learning and masked language modeling for self-supervised speech pre-training","YA Chung, Y Zhang, W Han, CC Chiu - 2021 IEEE Automatic , 2021 - ieeexplore.ieee.org"
"Ds-transunet: Dual swin transformer u-net for medical image segmentation","A Lin, B Chen, J Xu, Z Zhang, G Lu - IEEE Transactions on , 2022 - ieeexplore.ieee.org"
"Deberta: Decoding-enhanced bert with disentangled attention","P He, X Liu, J Gao, W Chen - arXiv preprint arXiv:2006.03654, 2020 - arxiv.org"
"Transfuser: Imitation with transformer-based sensor fusion for autonomous driving","K Chitta, A Prakash, B Jaeger, Z Yu -  on Pattern Analysis , 2022 - ieeexplore.ieee.org"
"Pure transformers are powerful graph learners","J Kim, D Nguyen, S Min, S Cho - Advances in Neural , 2022 - proceedings.neurips.cc"
"End-to-end object detection with transformers","N Carion, F Massa, G Synnaeve, N Usunier - European conference on , 2020 - Springer"
"Walk in the cloud: Learning curves for point clouds shape analysis","T Xiang, C Zhang, Y Song, J Yu - Proceedings of the , 2021 - openaccess.thecvf.com"
"Linformer: Self-attention with linear complexity","S Wang, BZ Li, M Khabsa, H Fang, H Ma - arXiv preprint arXiv:2006.04768, 2020 - arxiv.org"
"Empowering things with intelligence: a survey of the progress, challenges, and opportunities in artificial intelligence of things","J Zhang, D Tao - IEEE Internet of Things Journal, 2020 - ieeexplore.ieee.org"
"Graph neural networks for natural language processing: A survey","L Wu, Y Chen, K Shen, X Guo, H Gao -  and Trends® in , 2023 - nowpublishers.com"
"Fastspeech 2: Fast and high-quality end-to-end text to speech","Y Ren, C Hu, X Tan, T Qin, S Zhao, Z Zhao - arXiv preprint arXiv , 2020 - arxiv.org"
"Versatile diffusion: Text, images and variations all in one diffusion model","X Xu, Z Wang, G Zhang, K Wang - Proceedings of the , 2023 - openaccess.thecvf.com"
"Seeing out of the box: End-to-end pre-training for vision-language representation learning","Z Huang, Z Zeng, Y Huang, B Liu - Proceedings of the , 2021 - openaccess.thecvf.com"
"Dual-stream multiple instance learning network for whole slide image classification with self-supervised contrastive learning","B Li, Y Li, KW Eliceiri -  of the IEEE/CVF conference on , 2021 - openaccess.thecvf.com"
"Explainability in graph neural networks: A taxonomic survey","H Yuan, H Yu, S Gui, S Ji - IEEE transactions on pattern , 2022 - ieeexplore.ieee.org"
"On-device training under 256kb memory","J Lin, L Zhu, WM Chen, WC Wang - Advances in Neural , 2022 - proceedings.neurips.cc"
"Keeping your eye on the ball: Trajectory attention in video transformers","M Patrick, D Campbell, Y Asano - Advances in neural , 2021 - proceedings.neurips.cc"
"Conformer: Convolution-augmented transformer for speech recognition","A Gulati, J Qin, CC Chiu, N Parmar, Y Zhang - arXiv preprint arXiv , 2020 - arxiv.org"
"Gcc: Graph contrastive coding for graph neural network pre-training","J Qiu, Q Chen, Y Dong, J Zhang, H Yang - Proceedings of the 26th , 2020 - dl.acm.org"
"Large language models encode clinical knowledge","K Singhal, S Azizi, T Tu, SS Mahdavi, J Wei - arXiv preprint arXiv , 2022 - arxiv.org"
"How much can clip benefit vision-and-language tasks?","S Shen, LH Li, H Tan, M Bansal, A Rohrbach - arXiv preprint arXiv , 2021 - arxiv.org"
"Learning to summarize with human feedback","N Stiennon, L Ouyang, J Wu - Advances in , 2020 - proceedings.neurips.cc"
"Zero-shot image-to-image translation","G Parmar, K Kumar Singh, R Zhang, Y Li, J Lu - ACM SIGGRAPH 2023 , 2023 - dl.acm.org"
"Towards language-free training for text-to-image generation","Y Zhou, R Zhang, C Chen, C Li - Proceedings of the , 2022 - openaccess.thecvf.com"
"Vitaev2: Vision transformer advanced by exploring inductive bias for image recognition and beyond","Q Zhang, Y Xu, J Zhang, D Tao - International Journal of Computer Vision, 2023 - Springer"
"Learning texture transformer network for image super-resolution","F Yang, H Yang, J Fu, H Lu - Proceedings of the IEEE , 2020 - openaccess.thecvf.com"
"[HTML][HTML] Deep Learning applications for COVID-19","C Shorten, TM Khoshgoftaar, B Furht - Journal of big Data, 2021 - Springer"
"Grand: Graph neural diffusion","B Chamberlain, J Rowbottom - International , 2021 - proceedings.mlr.press"
"History aware multimodal transformer for vision-and-language navigation","S Chen, PL Guhur, C Schmid - Advances in neural , 2021 - proceedings.neurips.cc"
" Learning the protein language: Evolution, structure, and function","T Bepler, B Berger - Cell systems, 2021 - cell.com"
"Realtoxicityprompts: Evaluating neural toxic degeneration in language models","S Gehman, S Gururangan, M Sap, Y Choi - arXiv preprint arXiv , 2020 - arxiv.org"
"Distilling knowledge via knowledge review","P Chen, S Liu, H Zhao, J Jia - Proceedings of the IEEE/CVF , 2021 - openaccess.thecvf.com"
"Graphcodebert: Pre-training code representations with data flow","D Guo, S Ren, S Lu, Z Feng, D Tang, S Liu - arXiv preprint arXiv , 2020 - arxiv.org"
"A survey on neural speech synthesis","X Tan, T Qin, F Soong, TY Liu - arXiv preprint arXiv:2106.15561, 2021 - arxiv.org"
"Efficiently teaching an effective dense retriever with balanced topic aware sampling","S Hofstätter, SC Lin, JH Yang, J Lin - Proceedings of the 44th , 2021 - dl.acm.org"
"Anchor detr: Query design for transformer-based detector","Y Wang, X Zhang, T Yang, J Sun -  of the AAAI conference on artificial , 2022 - ojs.aaai.org"
"Mask dino: Towards a unified transformer-based framework for object detection and segmentation","F Li, H Zhang, H Xu, S Liu, L Zhang - Proceedings of the , 2023 - openaccess.thecvf.com"
"Mhformer: Multi-hypothesis transformer for 3d human pose estimation","W Li, H Liu, H Tang, P Wang - Proceedings of the , 2022 - openaccess.thecvf.com"
"[HTML][HTML] Multimodal neurons in artificial neural networks","G Goh, N Cammarata, C Voss, S Carter, M Petrov - Distill, 2021 - distill.pub"
"Dynabench: Rethinking benchmarking in NLP","D Kiela, M Bartolo, Y Nie, D Kaushik, A Geiger - arXiv preprint arXiv , 2021 - arxiv.org"
"Machine Learning for industrial applications: A comprehensive literature review","M Bertolini, D Mezzogori, M Neroni - Expert Systems with , 2021 - Elsevier"
"Don't stop pretraining: Adapt language models to domains and tasks","S Gururangan, A Marasović, S Swayamdipta - arXiv preprint arXiv , 2020 - arxiv.org"
"Cotr: Efficiently bridging cnn and transformer for 3d medical image segmentation","Y Xie, J Zhang, C Shen, Y Xia -  , France, September 27–October 1, 2021 , 2021 - Springer"
"Gmflow: Learning optical flow via global matching","H Xu, J Zhang, J Cai - Proceedings of the , 2022 - openaccess.thecvf.com"
"Transfg: A transformer architecture for fine-grained recognition","J He, JN Chen, S Liu, A Kortylewski, C Yang - Proceedings of the , 2022 - ojs.aaai.org"
"Object-centric learning with slot attention","F Locatello, D Weissenborn - Advances in , 2020 - proceedings.neurips.cc"
"Learning to estimate hidden motions with global motion aggregation","S Jiang, D Campbell, Y Lu, H Li - Proceedings of the , 2021 - openaccess.thecvf.com"
"Attention is not all you need: Pure attention loses rank doubly exponentially with depth","Y Dong, JB Cordonnier -  Conference on Machine , 2021 - proceedings.mlr.press"
"[HTML][HTML] Drug discovery with explainable artificial intelligence","J Jiménez-Luna, F Grisoni, G Schneider - Nature Machine Intelligence, 2020 - nature.com"
"Camouflaged object segmentation with distraction mining","H Mei, GP Ji, Z Wei, X Yang, X Wei - Proceedings of the , 2021 - openaccess.thecvf.com"
"Trocr: Transformer-based optical character recognition with pre-trained models","M Li, T Lv, J Chen, L Cui, Y Lu, D Florencio - Proceedings of the , 2023 - ojs.aaai.org"
"Attentional feature fusion","Y Dai, F Gieseke, S Oehmcke, Y Wu - Proceedings of the , 2021 - openaccess.thecvf.com"
"Longformer: The long-document transformer","I Beltagy, ME Peters, A Cohan - arXiv preprint arXiv:2004.05150, 2020 - arxiv.org"
"Transformer quality in linear time","W Hua, Z Dai, H Liu, Q Le - International Conference on , 2022 - proceedings.mlr.press"
"Crypten: Secure multi-party computation meets machine learning","B Knott, S Venkataraman, A Hannun - Advances in , 2021 - proceedings.neurips.cc"
"Coderl: Mastering code generation through pretrained models and deep reinforcement learning","H Le, Y Wang, AD Gotmare - Advances in Neural , 2022 - proceedings.neurips.cc"
"Long-tailed classification by keeping the good and removing the bad momentum causal effect","K Tang, J Huang, H Zhang - Advances in Neural , 2020 - proceedings.neurips.cc"
"A transformer-based framework for multivariate time series representation learning","G Zerveas, S Jayaraman, D Patel - Proceedings of the 27th , 2021 - dl.acm.org"
"3d object detection with pointformer","X Pan, Z Xia, S Song, LE Li - Proceedings of the IEEE , 2021 - openaccess.thecvf.com"
"Diffusion Schrödinger bridge with applications to score-based generative modeling","V De Bortoli, J Thornton, J Heng - Advances in Neural , 2021 - proceedings.neurips.cc"
"Brain tumor segmentation based on the fusion of deep semantics and edge information in multimodal MRI","Z Zhu, X He, G Qi, Y Li, B Cong, Y Liu - Information Fusion, 2023 - Elsevier"
"Point transformer v2: Grouped vector attention and partition-based pooling","X Wu, Y Lao, L Jiang, X Liu - Advances in Neural , 2022 - proceedings.neurips.cc"
"Contrastive representation learning: A framework and review","PH Le-Khac, G Healy, AF Smeaton - Ieee Access, 2020 - ieeexplore.ieee.org"
"Self-supervised hypergraph convolutional networks for session-based recommendation","X Xia, H Yin, J Yu, Q Wang, L Cui - Proceedings of the AAAI , 2021 - ojs.aaai.org"
"Spanish pre-trained bert model and evaluation data","J Cañete, G Chaperon, R Fuentes, JH Ho - arXiv preprint arXiv , 2023 - arxiv.org"
"Gligen: Open-set grounded text-to-image generation","Y Li, H Liu, Q Wu, F Mu, J Yang - Proceedings of the , 2023 - openaccess.thecvf.com"
"Colbert: Efficient and effective passage search via contextualized late interaction over bert","O Khattab, M Zaharia - Proceedings of the 43rd International ACM SIGIR , 2020 - dl.acm.org"
"Oscar: Object-Semantics Aligned Pre-training for Vision-Language Tasks","X Li, X Yin, C Li, P Zhang, X Hu, L Zhang - Computer Vision–ECCV , 2020 - Springer"
"ProteinBERT: a universal deep-learning model of protein sequence and function","N Brandes, D Ofer, Y Peleg, N Rappoport - , 2022 - academic.oup.com"
"Multi-modal transformer for video retrieval","V Gabeur, C Sun, K Alahari, C Schmid -  28, 2020, Proceedings, Part IV 16, 2020 - Springer"
"Shortcut learning in deep neural networks","R Geirhos, JH Jacobsen, C Michaelis - Nature Machine , 2020 - nature.com"
"Deep learning--based text classification: a comprehensive review","S Minaee, N Kalchbrenner, E Cambria - ACM computing , 2021 - dl.acm.org"
"Multiple knowledge representation for big data artificial intelligence: framework, applications, and case studies","Y Yang, Y Zhuang, Y Pan - Frontiers of Information Technology & , 2021 - Springer"
"A spatial-temporal attention-based method and a new dataset for remote sensing image change detection","H Chen, Z Shi - Remote Sensing, 2020 - mdpi.com"
"An attention-based deep learning approach for sleep stage classification with single-channel EEG","E Eldele, Z Chen, C Liu, M Wu -  on Neural Systems , 2021 - ieeexplore.ieee.org"
"[HTML][HTML] Review of image classification algorithms based on convolutional neural networks","L Chen, S Li, Q Bai, J Yang, S Jiang, Y Miao - Remote Sensing, 2021 - mdpi.com"
"[HTML][HTML] ChatGPT makes medicine easy to swallow: an exploratory case study on simplified radiology reports","K Jeblick, B Schachtner, J Dexl, A Mittermeier - European , 2023 - Springer"
"Putting nerf on a diet: Semantically consistent few-shot view synthesis","A Jain, M Tancik, P Abbeel - Proceedings of the IEEE/CVF , 2021 - openaccess.thecvf.com"
"Geometric deep learning on molecular representations","K Atz, F Grisoni, G Schneider - Nature Machine Intelligence, 2021 - nature.com"
"Scale-mae: A scale-aware masked autoencoder for multiscale geospatial representation learning","CJ Reed, R Gupta, S Li, S Brockman - Proceedings of the , 2023 - openaccess.thecvf.com"
"Autoformer: Searching transformers for visual recognition","M Chen, H Peng, J Fu, H Ling - Proceedings of the IEEE , 2021 - openaccess.thecvf.com"
"Wavegrad: Estimating gradients for waveform generation","N Chen, Y Zhang, H Zen, RJ Weiss, M Norouzi - arXiv preprint arXiv , 2020 - arxiv.org"
"Unsupervised cross-lingual representation learning for speech recognition","A Conneau, A Baevski, R Collobert - arXiv preprint arXiv , 2020 - arxiv.org"
"Pre-trained models for natural language processing: A survey","X Qiu, T Sun, Y Xu, Y Shao, N Dai, X Huang - Science China , 2020 - Springer"
"Recipes for building an open-domain chatbot","S Roller, E Dinan, N Goyal, D Ju, M Williamson - arXiv preprint arXiv , 2020 - arxiv.org"
"Ilvr: Conditioning method for denoising diffusion probabilistic models","J Choi, S Kim, Y Jeong, Y Gwon, S Yoon - arXiv preprint arXiv:2108.02938, 2021 - arxiv.org"
"Exploring self-attention for image recognition","H Zhao, J Jia, V Koltun -  of the IEEE/CVF conference on , 2020 - openaccess.thecvf.com"
"BLEURT: Learning robust metrics for text generation","T Sellam, D Das, AP Parikh - arXiv preprint arXiv:2004.04696, 2020 - arxiv.org"
"Docformer: End-to-end transformer for document understanding","S Appalaraju, B Jasani, BU Kota - Proceedings of the , 2021 - openaccess.thecvf.com"
"Self-supervised graph transformer on large-scale molecular data","Y Rong, Y Bian, T Xu, W Xie, Y Wei - Advances in , 2020 - proceedings.neurips.cc"
"UTNet: a hybrid transformer architecture for medical image segmentation","Y Gao, M Zhou, DN Metaxas -  , France, September 27–October 1, 2021 , 2021 - Springer"
"Nerf: Representing scenes as neural radiance fields for view synthesis","B Mildenhall, PP Srinivasan, M Tancik - Communications of the , 2021 - dl.acm.org"
"[HTML][HTML] Foundation models for generalist medical artificial intelligence","M Moor, O Banerjee, ZSH Abad, HM Krumholz - Nature, 2023 - nature.com"
"Se (3)-transformers: 3d roto-translation equivariant attention networks","F Fuchs, D Worrall, V Fischer - Advances in neural , 2020 - proceedings.neurips.cc"
"Deep generative modelling: A comparative review of vaes, gans, normalizing flows, energy-based and autoregressive models","S Bond-Taylor, A Leach, Y Long - IEEE transactions on , 2021 - ieeexplore.ieee.org"
"Xtreme: A massively multilingual multi-task benchmark for evaluating cross-lingual generalisation","J Hu, S Ruder, A Siddhant, G Neubig - International , 2020 - proceedings.mlr.press"
"[HTML][HTML] Machine learning in protein structure prediction","M AlQuraishi - Current opinion in chemical biology, 2021 - Elsevier"
"Musiq: Multi-scale image quality transformer","J Ke, Q Wang, Y Wang, P Milanfar - Proceedings of the , 2021 - openaccess.thecvf.com"
"Language-agnostic BERT sentence embedding","F Feng, Y Yang, D Cer, N Arivazhagan - arXiv preprint arXiv , 2020 - arxiv.org"
"Cris: Clip-driven referring image segmentation","Z Wang, Y Lu, Q Li, X Tao, Y Guo - Proceedings of the , 2022 - openaccess.thecvf.com"
"Rethinking transformer-based set prediction for object detection","Z Sun, S Cao, Y Yang - Proceedings of the IEEE , 2021 - openaccess.thecvf.com"
"Pyramid r-cnn: Towards better performance and adaptability for 3d object detection","J Mao, M Niu, H Bai, X Liang - Proceedings of the , 2021 - openaccess.thecvf.com"
"A primer in BERTology: What we know about how BERT works","A Rogers, O Kovaleva, A Rumshisky - Transactions of the Association , 2021 - direct.mit.edu"
"On faithfulness and factuality in abstractive summarization","J Maynez, S Narayan, B Bohnet - arXiv preprint arXiv , 2020 - arxiv.org"
"Morel: Model-based offline reinforcement learning","R Kidambi, A Rajeswaran - Advances in neural , 2020 - proceedings.neurips.cc"
"Chatting and cheating: Ensuring academic integrity in the era of ChatGPT","DRE Cotton, PA Cotton, JR Shipway - Innovations in Education , 2023 - Taylor & Francis"
"Snowflakenet: Point cloud completion by snowflake point deconvolution with skip-transformer","P Xiang, X Wen, YS Liu, YP Cao - Proceedings of the , 2021 - openaccess.thecvf.com"
"Language models are few-shot learners","T Brown, B Mann, N Ryder - Advances in neural , 2020 - proceedings.neurips.cc"
"Point-m2ae: multi-scale masked autoencoders for hierarchical point cloud pre-training","R Zhang, Z Guo, P Gao, R Fang - Advances in neural , 2022 - proceedings.neurips.cc"
"Codebert: A pre-trained model for programming and natural languages","Z Feng, D Guo, D Tang, N Duan, X Feng - arXiv preprint arXiv , 2020 - arxiv.org"
"Rethinking vision transformers for mobilenet size and speed","Y Li, J Hu, Y Wen, G Evangelidis - Proceedings of the , 2023 - openaccess.thecvf.com"
"Long range arena: A benchmark for efficient transformers","Y Tay, M Dehghani, S Abnar, Y Shen, D Bahri - arXiv preprint arXiv , 2020 - arxiv.org"
"Unixcoder: Unified cross-modal pre-training for code representation","D Guo, S Lu, N Duan, Y Wang, M Zhou - arXiv preprint arXiv , 2022 - arxiv.org"
"Muse: Text-to-image generation via masked generative transformers","H Chang, H Zhang, J Barber, AJ Maschinot - arXiv preprint arXiv , 2023 - arxiv.org"
"Predator: Registration of 3d point clouds with low overlap","S Huang, Z Gojcic, M Usvyatsov - Proceedings of the , 2021 - openaccess.thecvf.com"
"Nyströmformer: A nyström-based algorithm for approximating self-attention","Y Xiong, Z Zeng, R Chakraborty, M Tan - Proceedings of the , 2021 - ojs.aaai.org"
"Rstnet: Captioning with adaptive attention on visual and non-visual words","X Zhang, X Sun, Y Luo, J Ji, Y Zhou - Proceedings of the , 2021 - openaccess.thecvf.com"
"Vectornet: Encoding hd maps and agent dynamics from vectorized representation","J Gao, C Sun, H Zhao, Y Shen - Proceedings of the , 2020 - openaccess.thecvf.com"
"[HTML][HTML] Catalyzing next-generation artificial intelligence through neuroai","A Zador, S Escola, B Richards, B Ölveczky - Nature , 2023 - nature.com"
"Snowflake point deconvolution for point cloud completion and generation with skip-transformer","P Xiang, X Wen, YS Liu, YP Cao, P Wan -  on Pattern Analysis , 2022 - ieeexplore.ieee.org"
"Axial-deeplab: Stand-alone axial-attention for panoptic segmentation","H Wang, Y Zhu, B Green, H Adam, A Yuille - European conference on , 2020 - Springer"
"Graphmae: Self-supervised masked graph autoencoders","Z Hou, X Liu, Y Cen, Y Dong, H Yang, C Wang - Proceedings of the 28th , 2022 - dl.acm.org"
"Instances as queries","Y Fang, S Yang, X Wang, Y Li, C Fang - Proceedings of the , 2021 - openaccess.thecvf.com"
"SemEval-2020 task 12: Multilingual offensive language identification in social media (OffensEval 2020)","M Zampieri, P Nakov, S Rosenthal, P Atanasova - arXiv preprint arXiv , 2020 - arxiv.org"
"S3-rec: Self-supervised learning for sequential recommendation with mutual information maximization","K Zhou, H Wang, WX Zhao, Y Zhu, S Wang - Proceedings of the 29th , 2020 - dl.acm.org"
"Retrieval-augmented generation for knowledge-intensive nlp tasks","P Lewis, E Perez, A Piktus, F Petroni - Advances in , 2020 - proceedings.neurips.cc"
"Revisiting pre-trained models for Chinese natural language processing","Y Cui, W Che, T Liu, B Qin, S Wang, G Hu - arXiv preprint arXiv , 2020 - arxiv.org"
"Rest: An efficient transformer for visual recognition","Q Zhang, YB Yang - Advances in neural information , 2021 - proceedings.neurips.cc"
"A-vit: Adaptive tokens for efficient vision transformer","H Yin, A Vahdat, JM Alvarez, A Mallya - Proceedings of the , 2022 - openaccess.thecvf.com"
"Global tracking transformers","X Zhou, T Yin, V Koltun - Proceedings of the IEEE , 2022 - openaccess.thecvf.com"
"MSA transformer","RM Rao, J Liu, R Verkuil, J Meier - International , 2021 - proceedings.mlr.press"
" Benchmarking graph neural networks","VP Dwivedi, CK Joshi, AT Luu, T Laurent - arXiv preprint arXiv , 2020 - jmlr.org"
"Multilingual denoising pre-training for neural machine translation","Y Liu, J Gu, N Goyal, X Li, S Edunov - Transactions of the , 2020 - direct.mit.edu"
"Memvit: Memory-augmented multiscale vision transformer for efficient long-term video recognition","CY Wu, Y Li, K Mangalam, H Fan - Proceedings of the , 2022 - openaccess.thecvf.com"
"Mpnet: Masked and permuted pre-training for language understanding","K Song, X Tan, T Qin, J Lu - Advances in Neural , 2020 - proceedings.neurips.cc"
"Motionclip: Exposing human motion generation to clip space","G Tevet, B Gordon, A Hertz, AH Bermano -  on Computer Vision, 2022 - Springer"
"Arabert: Transformer-based model for arabic language understanding","W Antoun, F Baly, H Hajj - arXiv preprint arXiv:2003.00104, 2020 - arxiv.org"
"Ai choreographer: Music conditioned 3d dance generation with aist++","R Li, S Yang, DA Ross - Proceedings of the IEEE , 2021 - openaccess.thecvf.com"
"Uniformer: Unifying convolution and self-attention for visual recognition","K Li, Y Wang, J Zhang, P Gao, G Song -  on Pattern Analysis , 2023 - ieeexplore.ieee.org"
"Self-supervised equivariant attention mechanism for weakly supervised semantic segmentation","Y Wang, J Zhang, M Kan, S Shan - Proceedings of the , 2020 - openaccess.thecvf.com"
"Summeval: Re-evaluating summarization evaluation","AR Fabbri, W Kryściński, B McCann, C Xiong - Transactions of the , 2021 - direct.mit.edu"
"Mesh graphormer","K Lin, L Wang, Z Liu - Proceedings of the IEEE/CVF , 2021 - openaccess.thecvf.com"
"Semantic communications for future internet: Fundamentals, applications, and challenges","W Yang, H Du, ZQ Liew, WYB Lim -  Surveys & Tutorials, 2022 - ieeexplore.ieee.org"
"Minilm: Deep self-attention distillation for task-agnostic compression of pre-trained transformers","W Wang, F Wei, L Dong, H Bao - Advances in Neural , 2020 - proceedings.neurips.cc"
"BERTimbau: pretrained BERT models for Brazilian Portuguese","F Souza, R Nogueira, R Lotufo -  2020, Rio Grande, Brazil, October 20–23 , 2020 - Springer"
"Fast convergence of detr with spatially modulated co-attention","P Gao, M Zheng, X Wang, J Dai - Proceedings of the IEEE , 2021 - openaccess.thecvf.com"
"Patching open-vocabulary models by interpolating weights","G Ilharco, M Wortsman, SY Gadre - Advances in , 2022 - proceedings.neurips.cc"
"Machine learning and AI in marketing–Connecting computing power to human insights","L Ma, B Sun - International Journal of Research in Marketing, 2020 - Elsevier"
"X-linear attention networks for image captioning","Y Pan, T Yao, Y Li, T Mei -  of the IEEE/CVF conference on , 2020 - openaccess.thecvf.com"
"Deep learning enabled semantic communication systems","H Xie, Z Qin, GY Li, BH Juang - IEEE Transactions on Signal , 2021 - ieeexplore.ieee.org"
"A survey on knowledge graph-based recommender systems","Q Guo, F Zhuang, C Qin, H Zhu, X Xie -  on Knowledge and , 2020 - ieeexplore.ieee.org"
"End-to-end generative pretraining for multimodal video captioning","PH Seo, A Nagrani, A Arnab - Proceedings of the , 2022 - openaccess.thecvf.com"
"Emotion recognition from speech using wav2vec 2.0 embeddings","L Pepino, P Riera, L Ferrer - arXiv preprint arXiv:2104.03502, 2021 - arxiv.org"
"Exploring and distilling posterior and prior knowledge for radiology report generation","F Liu, X Wu, S Ge, W Fan, Y Zou - Proceedings of the IEEE , 2021 - openaccess.thecvf.com"
"Sequential recommendation with graph neural networks","J Chang, C Gao, Y Zheng, Y Hui, Y Niu - Proceedings of the 44th , 2021 - dl.acm.org"
"Large-scale adversarial training for vision-and-language representation learning","Z Gan, YC Chen, L Li, C Zhu - Advances in Neural , 2020 - proceedings.neurips.cc"
"NTIRE 2023 image shadow removal challenge report","FA Vasluianu, T Seizinger, R Timofte - Proceedings of the , 2023 - openaccess.thecvf.com"
"Generalizing face forgery detection with high-frequency features","Y Luo, Y Zhang, J Yan, W Liu - Proceedings of the IEEE , 2021 - openaccess.thecvf.com"
"Stmtrack: Template-free visual tracking with space-time memory networks","Z Fu, Q Liu, Z Fu, Y Wang -  of the IEEE/CVF conference on , 2021 - openaccess.thecvf.com"
"Laplace redux-effortless bayesian deep learning","E Daxberger, A Kristiadi, A Immer - Advances in , 2021 - proceedings.neurips.cc"
"Clear: Contrastive learning for sentence representation","Z Wu, S Wang, J Gu, M Khabsa, F Sun, H Ma - arXiv preprint arXiv , 2020 - arxiv.org"
"Aiatrack: Attention in attention for transformer visual tracking","S Gao, C Zhou, C Ma, X Wang, J Yuan - European Conference on , 2022 - Springer"
"Multimodal motion prediction with stacked transformers","Y Liu, J Zhang, L Fang, Q Jiang - Proceedings of the , 2021 - openaccess.thecvf.com"
"Cotr: Correspondence transformer for matching across images","W Jiang, E Trulls, J Hosang - Proceedings of the , 2021 - openaccess.thecvf.com"
"[Ã¥][B] Pretrained transformers for text ranking: Bert and beyond","J Lin, R Nogueira, A Yates - 2022 - books.google.com"
"Generative adversarial transformers","DA Hudson, L Zitnick - International conference on machine , 2021 - proceedings.mlr.press"
"Vision transformers for remote sensing image classification","Y Bazi, L Bashmal, MMA Rahhal, RA Dayil, NA Ajlan - Remote Sensing, 2021 - mdpi.com"
"BERTweet: A pre-trained language model for English Tweets","DQ Nguyen, T Vu, AT Nguyen - arXiv preprint arXiv:2005.10200, 2020 - arxiv.org"
"Pegasus: Pre-training with extracted gap-sentences for abstractive summarization","J Zhang, Y Zhao, M Saleh, P Liu -  Conference on Machine , 2020 - proceedings.mlr.press"
"The evolution, evolvability and engineering of gene regulatory DNA","ED Vaishnav, CG de Boer, J Molinet, M Yassour, L Fan - Nature, 2022 - nature.com"
"Heterogeneous graph transformer","Z Hu, Y Dong, K Wang, Y Sun - Proceedings of the web conference 2020, 2020 - dl.acm.org"
"Galactica: A large language model for science","R Taylor, M Kardas, G Cucurull, T Scialom - arXiv preprint arXiv , 2022 - arxiv.org"
"Visual transformers: Token-based image representation and processing for computer vision","B Wu, C Xu, X Dai, A Wan, P Zhang, Z Yan - arXiv preprint arXiv , 2020 - arxiv.org"
